Sr No.,Utterance,speaker,emotion,Sentiment,dialogue_id,Utterance_ID,Season,Episode,StartTime,EndTime,orig_dialogue_id,utterance_de_deepl
4277,the bedroom well it s pretty much your typical bedroom,Richard,neutral,neutral,437,7,3,13,"00:18:59,346","00:19:03,391",438,"Das Schlafzimmer. Na ja, es ist so ziemlich das typische... Schlafzimmer."
4278,we re still on this side of the door,Richard's Date,neutral,neutral,437,8,3,13,"0:19:07,229","0:19:08,781",438,Wir sind immer noch auf dieser Seite der Tür.
4279,ha-ha,Joey,joy,positive,437,9,3,13,"0:19:08,781","0:19:09,534",438,Ha-ha!
4280,yeah but i didn t get to see it,Richard's Date,sadness,negative,437,10,3,13,"00:19:09,648","00:19:11,065",438,"Ja, aber ich habe es nicht zu sehen bekommen."
4281,oh shoot maybe next time thanks for a lovely evening,Richard,neutral,neutral,437,11,3,13,"00:19:11,233","00:19:15,778",438,"Oh, Mist! Vielleicht beim nächsten Mal. Danke für den schönen Abend."
4282,so um who was she,Monica,joy,positive,437,12,3,13,"00:19:33,630","00:19:35,506",438,"Also, ähm, wer war sie?"
4283,oh that was the blind date that i told you about she called and switched it to today,Richard,neutral,neutral,437,13,3,13,"00:19:35,674","00:19:42,680",438,"Oh, das war das Blind Date, von dem ich dir erzählt habe, sie hat angerufen und es auf heute verlegt."
4284,did you like her and i m just asking as a friend because i am totally fine with this,Monica,neutral,neutral,437,14,3,13,"00:19:43,932","00:19:50,771",438,"Hat sie dir gefallen? Und ich frage nur als Freund, denn ich komme damit völlig klar."
4285,well you seem fine,Richard,neutral,neutral,437,15,3,13,"00:19:53,275","00:19:55,109",438,"Nun, dir scheint es gut zu gehen."
4286,well i don t think this y know,Frank,neutral,neutral,438,0,3,5,"00:13:10,539","00:13:13,541",439,"Nun, ich denke nicht, dass das, du weißt schon."
4287,no no no i wouldn t do you myself i mean that would be weird,Phoebe,disgust,negative,438,1,3,5,"00:13:13,709","00:13:17,837",439,"Nein, nein, nein, ich würde es nicht selbst mit dir machen, ich meine, das wäre komisch."
4288,yeah no i ll get one of the other girls to do it,Phoebe,neutral,neutral,438,2,3,5,"00:13:19,256","00:13:21,174",439,"Ja, nein, ich werde eines der anderen Mädchen dazu bringen, es zu tun."
4289,oh this will be so much fun,Phoebe,joy,positive,438,3,3,5,"0:13:21,342","0:13:22,764",439,"Oh, das wird so viel Spaß machen!"
4290,hey,Phoebe,surprise,positive,438,4,3,5,"0:13:22,764","0:13:25,226",439,Hey!
4291,are you excited,Phoebe,joy,positive,438,5,3,5,"00:13:25,346","00:13:27,430",439,Bist du aufgeregt?
4292,yeah hey do monica and rachel work there,Frank,neutral,neutral,438,6,3,5,"00:13:29,266","00:13:32,227",439,"Ja, und wie! He, arbeiten Monica und Rachel dort?"
4293,ok so now we need um sage branches and the sacramental wine,Phoebe,neutral,neutral,439,0,1,14,"00:12:37,173","00:12:42,093",440,"Ok, jetzt brauchen wir noch, ähm, Salbeizweige und den heiligen Wein."
4294,all i have is is oregano and a,Monica,neutral,neutral,439,1,1,14,"00:12:44,180","00:12:46,473",440,"Alles, was ich habe, ist Oregano und ein"
4295,um that s ok ok all right now we need the semen of a righteous man,Phoebe,joy,positive,439,2,1,14,"00:12:46,891","00:12:56,941",440,"Ähm, das ist ok! Ja, gut. Ok. Ok. Jetzt brauchen wir das Sperma eines rechtschaffenen Mannes."
4296,ok pheebs you know what if we had that we wouldn t be doing the ritual in the first place,Rachel,neutral,neutral,439,3,1,14,"00:13:02,740","00:13:07,160",440,"Ok, Pheebs, weißt du was, wenn wir das hätten, würden wir das Ritual gar nicht erst machen."
4297,can we just start throwing things in,Monica,neutral,neutral,439,4,1,14,"00:13:08,871","00:13:12,332",440,"Können wir einfach anfangen, Sachen reinzuschmeißen?"
4298,ok yeah ok oh ok,Phoebe,neutral,neutral,439,5,1,14,"00:13:12,500","00:13:15,210",440,"Ok, ja, ok. Oh, ok."
4299,ok barry s letters adam ritter s boxer shorts,Rachel,neutral,neutral,439,6,1,14,"00:13:16,003","00:13:21,633",440,"Ok, Barrys Briefe. Adam Ritters Boxershorts."
4300,ok and i have the uh receipt for my dinner with nokululu oon ah ah,Phoebe,neutral,neutral,439,7,1,14,"00:13:21,884","00:13:25,929",440,"Ok, und ich habe die, äh, Quittung für mein Essen mit Nokululu Oon Ah Ah."
4301,look here s a picture of scotty jared naked,Monica,neutral,neutral,439,8,1,14,"00:13:30,059","00:13:33,353",440,"Schau, hier ist ein Bild von Scotty Jared nackt."
4302,hey he s wearing a sweater,Rachel,surprise,positive,439,9,1,14,"00:13:33,729","00:13:35,188",440,"Hey, er hat einen Pulli an."
4303,no,Monica,neutral,neutral,439,10,1,14,"0:13:35,397","0:13:35,981",440,Nein.
4304,eww,Rachel and Phoebe,disgust,negative,439,11,1,14,"0:13:35,981","0:13:37,458",440,Igitt!
4305,and here we have the last of paulo s grappa,Rachel,neutral,neutral,439,12,1,14,"00:13:41,111","00:13:44,906",440,Und hier haben wir den letzten von Paulos Grappa.
4306,hey rachel isn t that stuff almost pure,Monica,neutral,neutral,439,13,1,14,"00:13:45,157","00:13:46,658",440,"Hey, Rachel, ist das Zeug nicht fast reines..."
4307,mona okay if i were a salmon shirt where would i be,Ross,neutral,neutral,440,0,8,17,"00:10:59,325","00:11:02,786",441,"Mona? Okay, wenn ich ein lachsfarbenes Hemd wäre, wo würde ich dann sein?"
4308,i am so sorry i spilled wine all over your shirt,Mona,sadness,negative,440,1,8,17,"00:11:10,086","00:11:13,505",441,"Es tut mir so leid, daß ich Wein über dein ganzes Hemd verschüttet habe."
4309,oh it s okay,Mona's Date,neutral,neutral,440,2,8,17,"0:11:13,673","0:11:15,345",441,"Oh, das ist schon in Ordnung."
4310,no it s still wet,Mona,joy,positive,440,3,8,17,"0:11:15,345","0:11:16,682",441,"Nein, es ist immer noch nass."
4312,let me get it out before it sets,Mona,neutral,neutral,440,4,8,17,"0:11:16,801","0:11:18,470",441,"Lass es mich rausholen, bevor es fest wird."
4313,ooh i have something you can wear,Mona,neutral,neutral,440,5,8,17,"0:11:18,470","0:11:20,915",441,"Ooh, ich habe etwas, was du anziehen kannst."
4314,here,Mona,neutral,neutral,440,6,8,17,"00:11:24,225","00:11:26,393",441,Hier!
4315,oh umm i-i don t know if i want to wear a woman s shirt,Mona's Date,sadness,negative,440,7,8,17,"00:11:26,977","00:11:28,853",441,"Oh, ähm, ich weiß nicht, ob ich ein Frauenhemd tragen will."
4316,no-no that s a man s shirt,Mona,neutral,neutral,440,8,8,17,"0:11:31,524","0:11:33,026",441,"Nein, nein, das ist ein Männerhemd."
4317,it s awfully pink,Mona's Date,neutral,neutral,440,9,8,17,"0:11:33,026","0:11:34,063",441,Es ist furchtbar pink.
4318,oh it s perfect,Joey,joy,positive,441,0,5,7,"00:14:04,677","00:14:07,387",442,"Oh, es ist perfekt!"
4319,how about you,Ross,neutral,neutral,441,1,5,7,"00:14:10,850","00:14:12,559",442,Was ist mit dir?
4320,it s a kitchen slash bathroom,Chandler,neutral,neutral,441,2,5,7,"00:14:12,726","00:14:15,311",442,Es ist eine Küche-Bad-Schrägstrich-Küche.
4321,all right i see what you guys are saying i ll uh i ll go downstairs and fill out an application,Ross,neutral,neutral,441,3,5,7,"00:14:18,274","00:14:24,028",442,"Alles klar, ich verstehe, was ihr Jungs sagen wollt. Ich werde, äh, ich werde nach unten gehen und füllen Sie einen Antrag."
4322,we are bad people,Chandler,disgust,negative,441,4,5,7,"00:14:28,492","00:14:30,618",442,Wir sind schlechte Menschen.
4323,he knew we were trying to get rid of him he knew you think we could get a bathtub in our kitchen,Joey,surprise,negative,441,5,5,7,"00:14:31,453","00:14:39,127",442,"Er wusste, dass wir versuchen, ihn loszuwerden. Er wusste es! Denkst du, wir könnten eine Badewanne in unserer Küche bekommen?"
4325,let s get the show on it,Monica,joy,positive,442,0,3,17,"00:01:44,145","00:01:47,648",443,Lasst uns die Show damit beginnen!
4326,okay let me just get a cup of coffee,Rachel,neutral,neutral,442,1,3,17,"00:01:47,899","00:01:48,899",443,"Okay, lass mich nur eine Tasse Kaffee holen."
4327,oh rachel i know the best coffee house and it s sooo close,Monica,neutral,neutral,442,2,3,17,"00:01:49,067","00:01:51,151",443,"Oh Rachel, ich kenne das beste Kaffeehaus und es ist sooo nah."
4328,closer than here,Rachel,neutral,neutral,442,3,3,17,"00:01:51,820","00:01:52,861",443,Näher als hier?
4329,oh hey look i found coffee okay let s skedaddle,Phoebe,neutral,neutral,442,4,3,17,"00:01:53,655","00:01:57,449",443,"Oh, hey, seht mal, ich habe Kaffee gefunden! Okay, lass uns abhauen."
4330,wait i m not just gonna drink somebody s old coffee,Rachel,neutral,neutral,442,5,3,17,"00:01:57,659","00:02:00,160",443,"Warte, ich werde nicht einfach den alten Kaffee von jemandem trinken."
4331,okay your highness,Phoebe,neutral,neutral,442,6,3,17,"00:02:00,370","00:02:01,995",443,"Ok, Eure Hoheit."
4332,um rachel i m really sorry that s okay do you wanna get back together yeah okay did anyone else hear that,Phoebe,surprise,positive,442,7,3,17,"00:02:09,754","00:02:17,886",443,"Ähm, Rachel, es tut mir wirklich Leid. Schon gut, wollen wir uns wieder vertragen? Ja, ok. Hat das noch jemand gehört?!"
4333,so how did you know i was even here,Lydia,surprise,positive,443,0,1,23,"00:13:25,888","00:13:29,390",444,"Also, woher wusstest du, dass ich überhaupt hier bin?"
4334,your mom called me so is this her,Guy,neutral,neutral,443,1,1,23,"00:13:25,888","00:13:31,726",444,"Deine Mom hat mich angerufen. Also, ist sie das?"
4335,no this is a loaner,Lydia,neutral,neutral,443,2,1,23,"00:13:31,894","00:13:33,645",444,"Nein, das ist ein Leihwagen."
4336,i m sorry you had to do this by yourself,Guy,neutral,neutral,443,3,1,23,"00:13:35,606","00:13:37,899",444,"Es tut mir leid, dass du das alleine machen musstest."
4337,i wasn t by myself i had a doctor a nurse and a helper guy so did you see who won the game,Lydia,neutral,neutral,443,4,1,23,"00:13:38,067","00:13:47,242",444,"Ich war nicht allein. Ich hatte einen Arzt, eine Schwester und einen Helfer. Hast du gesehen, wer das Spiel gewonnen hat?"
4338,yeah the knicks by 10 they suck,Guy,neutral,neutral,443,5,1,23,"00:13:47,409","00:13:50,954",444,"Ja, die Knicks mit 10 Punkten. Die sind ätzend."
4339,yeah they re not so bad,Lydia,neutral,neutral,443,6,1,23,"00:13:51,664","00:13:53,915",444,"Ja, die sind gar nicht so übel."
4340,i m sorry i won t be able to make it to your imaginary wedding but i m,Phoebe,neutral,neutral,444,0,8,8,"00:07:46,632","00:07:49,176",445,"Es tut mir leid, dass ich es nicht zu deiner imaginären Hochzeit schaffen werde, aber ich bin"
4341,i know i know i panicked i panicked i didn t want him to start yelling at me like i was some 74 latour,Rachel,surprise,negative,444,1,8,8,"00:08:00,313","00:08:07,110",445,"Ich weiß, ich weiß. Ich weiß, ich weiß. Ich hatte Panik, ich hatte Panik. Ich wollte nicht, dass er anfängt mich anzuschreien, als wäre ich ein '74er Latour."
4342,it s lafite the 74 latour is actually drinking quite nicely,Phoebe,sadness,negative,444,2,8,8,"00:08:07,361","00:08:12,991",445,Es ist Lafite. Der '74 Latour trinkt sich eigentlich ganz gut.
4343,all right here he comes i m gonna do this i m gonna tell him i m gonna be strong,Rachel,fear,negative,444,3,8,8,"00:08:14,911","00:08:18,246",445,"Alles klar, da kommt er. Ich werde es tun, ich werde es ihm sagen, ich werde stark sein."
4344,i just called a friend of mine,Dr. Green,neutral,neutral,444,4,8,8,"0:08:18,915","0:08:20,417",445,Ich habe gerade einen Freund von mir angerufen.
4345,yeah,Rachel,surprise,positive,444,5,8,8,"0:08:20,417","0:08:21,283",445,Ich weiß. Ja.
4346,i think i may be able to book,Dr. Green,neutral,neutral,444,6,8,8,"00:08:21,375","00:08:24,461",445,"Ich glaube, ich kann vielleicht"
4347,really,Rachel,surprise,positive,444,7,8,8,"00:08:26,631","00:08:28,298",445,Wirklich?!
4348,what is it sweetie,Dr. Green,joy,positive,444,8,8,8,"00:08:33,846","00:08:37,724",445,"Was ist los, Süße?"
4349,there s not gonna be a wedding ross and i are not getting married,Rachel,sadness,negative,444,9,8,8,"00:08:39,435","00:08:42,312",445,Es ist nicht gonna eine Hochzeit sein. Ross und ich werden nicht heiraten.
4351,i m sorry daddy,Rachel,sadness,negative,444,10,8,8,"0:08:42,522","0:08:43,794",445,"Es tut mir leid, Daddy."
4352,i don t believe this,Dr. Green,neutral,neutral,444,11,8,8,"0:08:43,794","0:08:44,998",445,Ich glaube das nicht!!
4353,oh now daddy stay calm please,Rachel,fear,negative,444,12,8,8,"0:08:45,149","0:08:46,331",445,"Oh, jetzt Daddy, ruhig bleiben. Ich bitte dich."
4354,stay calm,Dr. Green,anger,negative,444,13,8,8,"0:08:46,331","0:08:46,537",445,Ruhig bleiben?!
4355,how do you expect me to stay calm,Dr. Green,anger,negative,444,14,8,8,"00:08:46,651","00:08:48,777",445,Wie soll ich denn ruhig bleiben?!
4356,this is unacceptable rachel,Dr. Green,anger,negative,444,15,8,8,"0:08:48,945","0:08:50,697",445,"Das ist inakzeptabel, Rachel!"
4357,and i wanna know why,Dr. Green,anger,negative,444,16,8,8,"0:08:50,697","0:08:52,914",445,Und ich will wissen warum?!!
4358,is it because that punk ross won t marry you,Dr. Green,anger,negative,444,17,8,8,"00:08:53,074","00:08:55,450",445,"Ist es, weil dieser Mistkerl Ross dich nicht heiraten will?!"
4359,that s it,Dr. Green,anger,negative,444,18,8,8,"0:08:55,618","0:08:56,286",445,Das war's schon?
4360,is that it,Dr. Green,anger,negative,444,19,8,8,"0:08:56,286","0:08:58,975",445,Ist es das?
4362,yes yes he says i m damaged goods,Rachel,sadness,negative,444,20,8,8,"00:08:55,618","00:08:58,912",445,"Ja. Ja, er sagt, ich sei beschädigte Ware."
4363,so you re like a zillionaire,Phoebe,surprise,positive,445,0,3,19,"00:09:44,750","00:09:46,626",446,"Also, Sie sind wie ein Zillionär?"
4364,and you re our age you re our age,Chandler,surprise,positive,445,1,3,19,"00:09:48,421","00:09:50,755",446,Und du bist in unserem Alter. Du bist so alt wie wir.
4365,y know what you should like you should buy a state and then just name it after yourself,Phoebe,neutral,neutral,445,2,3,19,"00:09:51,465","00:09:56,553",446,"Weißt du was, du solltest einen Staat kaufen und ihn nach dir benennen."
4366,what like pete dakota,Pete,neutral,neutral,445,3,3,19,"00:09:57,138","00:09:58,513",446,"Was, wie Pete Dakota?"
4367,yeah or or or mississ-pete,Phoebe,neutral,neutral,445,4,3,19,"00:10:00,182","00:10:01,850",446,"Ja, oder, oder, oder, oder, Mississ-Pete."
4368,oh oh i got it pete-chicago,Joey,neutral,neutral,445,5,3,19,"00:10:03,436","00:10:06,688",446,"Oh, oh, ich hab's! Pete-Chicago."
4369,that s not a state joe,Chandler,neutral,neutral,445,6,3,19,"00:10:08,316","00:10:10,275",446,"Das ist kein Staat, Joe."
4370,oh and mississ-pete is,Joey,neutral,neutral,445,7,3,19,"00:10:10,693","00:10:13,111",446,"Oh, und Mississ-Pete ist?"
4371,i got to go so ah i ll see you guys later,Pete,neutral,neutral,445,8,3,19,"00:10:15,197","00:10:18,533",446,"Ich muss los, wir sehen uns später."
4372,okay,All,neutral,neutral,445,9,3,19,"0:10:18,701","0:10:20,473",446,Okay
4373,you re our age,Chandler,surprise,positive,445,10,3,19,"0:10:20,473","0:10:21,091",446,Du bist in unserem Alter!
4374,so ah we on for tomorrow,Pete,neutral,neutral,445,11,3,19,"00:10:22,997","00:10:24,956",446,"Also, sind wir für morgen verabredet?"
4375,absolutely,Monica,joy,positive,445,12,3,19,"00:10:25,124","00:10:26,791",446,"Ja, absolut."
4376,now get out of here you,Monica,joy,positive,445,13,3,19,"00:10:28,336","00:10:30,670",446,Und jetzt raus mit dir!
4377,okay i m running out of places i can touch him,Monica,anger,negative,445,14,3,19,"00:10:36,719","00:10:39,804",446,"Okay, mir gehen die Stellen aus, an denen ich ihn anfassen kann!"
4378,look is there something wrong with me,Monica,sadness,negative,445,15,3,19,"00:10:40,473","00:10:42,057",446,Stimmt etwas nicht mit mir?
4379,i mean why am i only attracted to guys where there s no future,Monica,sadness,negative,445,16,3,19,"00:10:42,224","00:10:45,018",446,"Ich meine, warum fühle ich mich nur zu Typen hingezogen, für die es keine Zukunft gibt?"
4380,either they re too old or they re too young and then there s pete who s-who s crazy about me and who s absolutely perfect for me and there s like zip going on,Monica,sadness,negative,445,17,3,19,"00:10:45,186","00:10:53,735",446,"Entweder sind sie zu alt oder zu jung, und dann ist da noch Pete, der verrückt nach mir ist, und der absolut perfekt für mich ist, und da ist nichts los!"
4381,i mean seriously does it sound like something s wrong with me,Monica,sadness,negative,445,18,3,19,"00:10:53,986","00:11:03,912",446,"Ich meine, ernsthaft, hört sich das an, als würde etwas mit mir nicht stimmen?"
4383,no,Ross and Joey,neutral,neutral,445,19,3,19,"00:09:03,042","00:09:04,709",446,Nein.
4384,okay i m gonna go get frank,Phoebe,neutral,neutral,446,0,3,18,"00:09:05,503","00:09:07,504",447,"Okay, ich werde Frank holen gehen."
4385,so we re walking down the street and i turn to you and i say hey let s go hang out at totally nude nudes remember,Joey,neutral,neutral,446,1,3,18,"00:09:10,174","00:09:16,930",447,"Also, wir gehen die Straße runter und ich drehe mich zu dir und sage: ""Hey, lass uns bei Totally Nude Nudes abhängen,"" erinnerst du dich?"
4386,and then and then you turn to me and say nah let s just hang out at your place well that was a nice move dumb ass,Joey,joy,positive,446,2,3,18,"00:09:17,098","00:09:23,353",447,"Und dann drehst du dich zu mir um und sagst: ""Nee, lass uns einfach bei dir abhängen. Nun, das war ein netter Zug, Dummkopf."
4387,yeah i think it was better when you guys were sad hey uh remember the roller blades,Phoebe,neutral,neutral,447,0,6,6,"00:10:06,689","00:10:12,986",448,"Ja, ich denke, es war besser, als ihr traurig wart. Hey, uh, erinnerst du dich an die Rollerblades?"
4388,you know what else i m not gonna miss,Rachel,anger,negative,447,1,6,6,"0:10:14,822","0:10:16,783",448,"Weißt du, was ich auch nicht vermissen werde?"
4389,i m monica,Rachel,anger,negative,447,2,6,6,"0:10:16,783","0:10:17,392",448,"""Ich bin Monica."
